id,year,file,line_number,date_start,date_end,beneficiary,orgao,orgao_pagador,destination,objective,pcdp,status,urgent,urgency_reason,diarias,passagens,devolucao,outros,total,category,confidence,counted_in_direct_total,source_label,source_url,evidence,expense_type,expense_label,simple_explanation,waste_signal,date_start_iso,payment_breakdown,ticket_details,route_segments
2024-0000000000019984162-259990,2024,2024_Viagem.csv,259990,10/06/2024,11/06/2024,FERNANDO ESTELLITA LINS DE SALVO COIMBRA,Ministério das Relações Exteriores,Ministério das Relações Exteriores - Unidades com vínculo direto,La Paz - Baja California Sur/México,"Representar o Brasil, a convite da Presidência da República do México, no evento 'Fandango por la Lectura', quetem por objetivo a promoção da leitura e é iniciativa da Primeira Dama do México, Beatriz Gutiérrez Muller, que preside suas edições, acompanhada do Governador do estado sede e do Embaixador do país convidado.",002554/24,Realizada,NÃO,Sem informação,2541.68,1454.73,0.0,0.0,3996.41,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:259990),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019984162;002554/24;Realizada;NÃO;Sem informação;35000;Ministério das Relações Exteriores;35000;Ministério das Relações Exteriores - Unidades com vínculo direto;***.539.596-**;FERNANDO ESTELLITA LINS DE SALVO COIMBRA;MINISTRO DE PRIMEIRA CLASSE;-1;Sem informação;10/06/2024;11/06/2024;La Paz - Baja California Sur/México;Representar o Brasil, a convite da Presidência da República do México, no evento 'Fandango por la Lectura', quetem por objetivo a promoção da leitura e é iniciativa da Primeira Dama do México, Beatriz Gutiérrez Muller, que preside suas edições, acompanhada do Governador do estado sede e do Embaixador do país convidado.;2541,68;1454,73;0,00;0,00",diarias_estadia,Diárias / estadia,"Maior parte do valor está em diárias/estadia, segundo o CSV oficial de viagens.",agenda/evento,2024-06-10,"{'DIÁRIAS': 2541.68, 'PASSAGEM': 1454.73}","[{'transport': 'Aéreo', 'origin': 'CIDADE DO MÉXICO, MÉXICO', 'destination': 'La Paz - Baja California Sur, México', 'return_origin': 'La Paz - Baja California Sur, México', 'return_destination': 'CIDADE DO MÉXICO, MÉXICO', 'issue_date': '24/05/2024', 'value': 1454.73}]","[{'sequence': '1', 'origin_date': '10/06/2024', 'origin': 'CIDADE DO MÉXICO, MÉXICO', 'destination_date': '11/06/2024', 'destination': 'La Paz - Baja California Sur, México', 'transport': 'Aéreo', 'daily_allowances': '1,00', 'mission': 'Sim'}, {'sequence': '2', 'origin_date': '11/06/2024', 'origin': 'La Paz - Baja California Sur, México', 'destination_date': '11/06/2024', 'destination': 'CIDADE DO MÉXICO, MÉXICO', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}]"
2024-0000000000019895855-191400,2024,2024_Viagem.csv,191400,10/04/2024,10/04/2024,CAMILO SOBREIRA DE SANTANA,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Visita à Reitoria da Universidade Federal de São Paulo (Unifesp); e Encontro com comunicadores para falar sobre Educação, com a presença da Primeira Dama do Brasil, Janja Lula da Silva.",003445/24,Realizada,SIM,Agenda oficial foi confirmada após o prazo estabelecido.,545.0,0.0,0.0,0.0,545.0,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:191400),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019895855;003445/24;Realizada;SIM;Agenda oficial foi confirmada após o prazo estabelecido.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.585.273-**;CAMILO SOBREIRA DE SANTANA;ANALISTA AMBIENTAL;CNE-0001;Cargo de Natureza Especial;10/04/2024;10/04/2024;SÃO PAULO/SP;Visita à Reitoria da Universidade Federal de São Paulo (Unifesp); e Encontro com comunicadores para falar sobre Educação, com a presença da Primeira Dama do Brasil, Janja Lula da Silva.;545,00;0,00;0,00;0,00",diarias_estadia,Diárias / estadia,"Maior parte do valor está em diárias/estadia, segundo o CSV oficial de viagens.",sem alerta automático,2024-04-10,{'DIÁRIAS': 545.0},[],"[{'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}, {'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}]"
2024-0000000000019877713-177540,2024,2024_Viagem.csv,177540,10/04/2024,10/04/2024,HELENA FERREIRA SILVA,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Participar do Encontro com Comunicadores para falar sobre Educação, com a presença do Ministro de Estado da Educação, Camilo Santana, e da Primeira Dama do Brasil, Janja Lula da Silva.",003378/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens SEI 4796963, anexo a esta solicitação. Convidados definidos pela Secretaria de Comunicação Social da Presidência da República (SECOM/PR) e aprovados pelo Ministro nesta data para participar do encontro sobre educação.",307.5,1382.47,0.0,0.0,1689.97,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:177540),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019877713;003378/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens SEI 4796963, anexo a esta solicitação. Convidados definidos pela Secretaria de Comunicação Social da Presidência da República (SECOM/PR) e aprovados pelo Ministro nesta data para participar do encontro sobre educação.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.446.317-**;HELENA FERREIRA SILVA;;-1;Sem informação;10/04/2024;10/04/2024;SÃO PAULO/SP;Participar do Encontro com Comunicadores para falar sobre Educação, com a presença do Ministro de Estado da Educação, Camilo Santana, e da Primeira Dama do Brasil, Janja Lula da Silva.;307,50;1382,47;0,00;0,00",passagens_aereas,Passagens / deslocamento,"Maior parte do valor está em passagens/deslocamento, segundo o CSV oficial de viagens.",sem alerta automático,2024-04-10,"{'DIÁRIAS': 307.5, 'PASSAGEM': 1382.47}","[{'transport': 'Aéreo', 'origin': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_destination': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'issue_date': '09/04/2024', 'value': 1382.47}]","[{'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}, {'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}]"
2024-0000000000019877706-177535,2024,2024_Viagem.csv,177535,10/04/2024,10/04/2024,ELEN OLIVEIRA FERREIRA,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Participar do Encontro com Comunicadores para falar sobre Educação, com a presença do Ministro de Estado da Educação, Camilo Santana, e da Primeira Dama do Brasil, Janja Lula da Silva.",003377/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4797016), anexo a esta solicitação. Convidados definidos pela Secretaria de Comunicação Social da Presidência da República (SECOM/PR) e aprovados pelo Ministro nesta data para participar do encontro sobre educação.",307.5,1382.47,0.0,0.0,1689.97,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:177535),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019877706;003377/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4797016), anexo a esta solicitação. Convidados definidos pela Secretaria de Comunicação Social da Presidência da República (SECOM/PR) e aprovados pelo Ministro nesta data para participar do encontro sobre educação.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.479.927-**;ELEN OLIVEIRA FERREIRA;;-1;Sem informação;10/04/2024;10/04/2024;SÃO PAULO/SP;Participar do Encontro com Comunicadores para falar sobre Educação, com a presença do Ministro de Estado da Educação, Camilo Santana, e da Primeira Dama do Brasil, Janja Lula da Silva.;307,50;1382,47;0,00;0,00",passagens_aereas,Passagens / deslocamento,"Maior parte do valor está em passagens/deslocamento, segundo o CSV oficial de viagens.",sem alerta automático,2024-04-10,"{'PASSAGEM': 1382.47, 'DIÁRIAS': 307.5}","[{'transport': 'Aéreo', 'origin': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_destination': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'issue_date': '09/04/2024', 'value': 1382.47}]","[{'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}, {'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}]"
2024-0000000000019877620-177464,2024,2024_Viagem.csv,177464,10/04/2024,10/04/2024,EDUARDA FERREIRA SILVA,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Participar do Encontro com Comunicadores para falar sobre Educação, com a presença do Ministro de Estado da Educação, Camilo Santana, e da Primeira Dama do Brasil, Janja Lula da Silva.",003376/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4796941), anexo a esta solicitação. Convidados definidos pela Secretaria de Comunicação Social da Presidência da República (SECOM/PR) e aprovados pelo Ministro nesta data para participar do encontro sobre educação.",307.5,1382.47,0.0,0.0,1689.97,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:177464),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019877620;003376/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4796941), anexo a esta solicitação. Convidados definidos pela Secretaria de Comunicação Social da Presidência da República (SECOM/PR) e aprovados pelo Ministro nesta data para participar do encontro sobre educação.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.446.597-**;EDUARDA FERREIRA SILVA;;-1;Sem informação;10/04/2024;10/04/2024;SÃO PAULO/SP;Participar do Encontro com Comunicadores para falar sobre Educação, com a presença do Ministro de Estado da Educação, Camilo Santana, e da Primeira Dama do Brasil, Janja Lula da Silva.;307,50;1382,47;0,00;0,00",passagens_aereas,Passagens / deslocamento,"Maior parte do valor está em passagens/deslocamento, segundo o CSV oficial de viagens.",sem alerta automático,2024-04-10,"{'DIÁRIAS': 307.5, 'PASSAGEM': 1382.47}","[{'transport': 'Aéreo', 'origin': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_destination': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'issue_date': '09/04/2024', 'value': 1382.47}]","[{'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}, {'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'RIO DE JANEIRO, RIO DE JANEIRO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}]"
2024-0000000000019877393-177290,2024,2024_Viagem.csv,177290,10/04/2024,10/04/2024,ALVARO LORENCETTI BROLO,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira Dama do Brasil, Janja Lula da Silva - São Paulo - SP.",003374/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4797100), anexo a esta solicitação. A solicitação de diárias e passagens não cumpre o prazo protocolar de 15 dias de antecedência em razão da confirmação da participação do servidor ter sido definida no dia 09/04/2024.",395.0,1069.52,0.0,0.0,1464.52,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:177290),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019877393;003374/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4797100), anexo a esta solicitação. A solicitação de diárias e passagens não cumpre o prazo protocolar de 15 dias de antecedência em razão da confirmação da participação do servidor ter sido definida no dia 09/04/2024.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.652.668-**;ALVARO LORENCETTI BROLO;;CCX-0113;CCX-0113;10/04/2024;10/04/2024;SÃO PAULO/SP;Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira Dama do Brasil, Janja Lula da Silva - São Paulo - SP.;395,00;1069,52;0,00;0,00",passagens_aereas,Passagens / deslocamento,"Maior parte do valor está em passagens/deslocamento, segundo o CSV oficial de viagens.",sem alerta automático,2024-04-10,"{'DIÁRIAS': 395.0, 'PASSAGEM': 1069.52}","[{'transport': 'Aéreo', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_origin': 'Sem informação, Sem informação, Sem informação', 'return_destination': 'Sem informação, Sem informação, Sem informação', 'issue_date': '09/04/2024', 'value': 1069.52}]","[{'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}, {'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}]"
2024-0000000000019875043-175454,2024,2024_Viagem.csv,175454,10/04/2024,10/04/2024,LUCIANA OLIVEIRA DE GOES,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva.",003355/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4795117), anexo a esta solicitação. A solicitação da diária não cumpre o prazo protocolar de 15 dias de antecedência, em razão da confirmação de participação da Assessora Especial de Comunicação do Ministro Maria Fernanda Conti na agenda oficial do ministro de Educação ter sido confirmada na comitiva no dia 08 de abril. A servidora é responsável pelo assessoramento direto do Ministro da Educação em assuntos relacionados à imprensa, jornalismo e comunicação, sendo importante a presença da mesma no referido Evento.",365.09,0.0,0.0,0.0,365.09,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:175454),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019875043;003355/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4795117), anexo a esta solicitação. A solicitação da diária não cumpre o prazo protocolar de 15 dias de antecedência, em razão da confirmação de participação da Assessora Especial de Comunicação do Ministro Maria Fernanda Conti na agenda oficial do ministro de Educação ter sido confirmada na comitiva no dia 08 de abril. A servidora é responsável pelo assessoramento direto do Ministro da Educação em assuntos relacionados à imprensa, jornalismo e comunicação, sendo importante a presença da mesma no referido Evento.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.412.611-**;LUCIANA OLIVEIRA DE GOES;;CCX-0114;CCX-0114;10/04/2024;10/04/2024;SÃO PAULO/SP;Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva.;365,09;0,00;0,00;0,00",diarias_estadia,Diárias / estadia,"Maior parte do valor está em diárias/estadia, segundo o CSV oficial de viagens.",agenda/evento,2024-04-10,{'DIÁRIAS': 365.09},[],"[{'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}, {'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}]"
2024-0000000000019873408-174177,2024,2024_Viagem.csv,174177,10/04/2024,10/04/2024,MARIA FERNANDA VITORINO CONTI,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva",003351/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4795061), anexo a esta solicitação. A solicitação da diária não cumpre o prazo protocolar de 15 dias de antecedência, em razão da confirmação de participação da Assessora Especial de Comunicação do Ministro Maria Fernanda Conti na agenda oficial do ministro de Educação ter sido confirmada na comitiva no dia 08 de abril. A servidora é responsável pelo assessoramento direto do Ministro da Educação em assuntos relacionados à imprensa, jornalismo e comunicação, sendo importante a presença da mesma no referido Evento.",365.09,0.0,0.0,0.0,365.09,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:174177),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019873408;003351/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens (SEI 4795061), anexo a esta solicitação. A solicitação da diária não cumpre o prazo protocolar de 15 dias de antecedência, em razão da confirmação de participação da Assessora Especial de Comunicação do Ministro Maria Fernanda Conti na agenda oficial do ministro de Educação ter sido confirmada na comitiva no dia 08 de abril. A servidora é responsável pelo assessoramento direto do Ministro da Educação em assuntos relacionados à imprensa, jornalismo e comunicação, sendo importante a presença da mesma no referido Evento.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.682.668-**;MARIA FERNANDA VITORINO CONTI;TECNICO COMUNICACAO SOCIAL;CCX-0215;CCX-0215;10/04/2024;10/04/2024;SÃO PAULO/SP;Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva;365,09;0,00;0,00;0,00",diarias_estadia,Diárias / estadia,"Maior parte do valor está em diárias/estadia, segundo o CSV oficial de viagens.",agenda/evento,2024-04-10,{'DIÁRIAS': 365.09},[],"[{'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}, {'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}]"
2024-0000000000019873325-174110,2024,2024_Viagem.csv,174110,10/04/2024,10/04/2024,CAROLINA FONSECA COTTA,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva.",003349/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens SEI 4794354, anexo a esta solicitação: A solicitação da passagem e diárias não cumpre o prazo protocolar de 15 dias de antecedência, em razão da confirmação de participação da Gerente de Projetos da Assessoria de Comunicação do Ministro Carolina Cotta na agenda oficial do ministro de Educação ter sido definida apenas no dia 08 de Abril. A servidora é Chefe de Redação na Assessoria de Comunicação Social, responsável pelo planejamento e coordenação da cobertura nos canais oficias do Ministério: portal e redes sociais, sendo importante a presença da mesma no referido Evento.",365.09,4968.8,0.0,0.0,5333.89,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:174110),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019873325;003349/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens SEI 4794354, anexo a esta solicitação: A solicitação da passagem e diárias não cumpre o prazo protocolar de 15 dias de antecedência, em razão da confirmação de participação da Gerente de Projetos da Assessoria de Comunicação do Ministro Carolina Cotta na agenda oficial do ministro de Educação ter sido definida apenas no dia 08 de Abril. A servidora é Chefe de Redação na Assessoria de Comunicação Social, responsável pelo planejamento e coordenação da cobertura nos canais oficias do Ministério: portal e redes sociais, sendo importante a presença da mesma no referido Evento.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.825.986-**;CAROLINA FONSECA COTTA;;CCX-0313;CCX-0313;10/04/2024;10/04/2024;SÃO PAULO/SP;Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva.;365,09;4968,80;0,00;0,00",passagens_aereas,Passagens / deslocamento,"Maior parte do valor está em passagens/deslocamento, segundo o CSV oficial de viagens.",agenda/evento,2024-04-10,"{'DIÁRIAS': 365.09, 'PASSAGEM': 4968.8}","[{'transport': 'Aéreo', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'issue_date': '09/04/2024', 'value': 4968.8}]","[{'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}, {'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}]"
2024-0000000000019873302-174092,2024,2024_Viagem.csv,174092,10/04/2024,10/04/2024,ANTONIA LETICIA SANTOS LIMA,Ministério da Educação,Ministério da Educação - Unidades com vínculo direto,SÃO PAULO/SP,"Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva.",003350/24,Realizada,SIM,"A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens SEI (4794490), anexo a esta solicitação. A solicitação de diárias não cumprem o prazo protocolar de 15 dias de antecedência, em razão da confirmação da presença da servidora ter sido confirmada na comitiva no dia 08 de abril. A servidora é Chefe do áudio-visual do Ministério da Educação, sendo de importância a presença dela no referido Evento para o planejamento e estratégias de inserção de conteúdo nas redes sociais e oficiais deste Ministério.",365.09,4968.8,0.0,0.0,5333.89,agenda_com_mencao,média,False,Portal da Transparência — Download de Viagens 2024 (2024_Viagem.csv:174092),https://portaldatransparencia.gov.br/download-de-dados/viagens/2024,"0000000000019873302;003350/24;Realizada;SIM;A justificativa mencionada foi apresentada no Formulário de Requisição de Diárias e Passagens SEI (4794490), anexo a esta solicitação. A solicitação de diárias não cumprem o prazo protocolar de 15 dias de antecedência, em razão da confirmação da presença da servidora ter sido confirmada na comitiva no dia 08 de abril. A servidora é Chefe do áudio-visual do Ministério da Educação, sendo de importância a presença dela no referido Evento para o planejamento e estratégias de inserção de conteúdo nas redes sociais e oficiais deste Ministério.;26000;Ministério da Educação;26000;Ministério da Educação - Unidades com vínculo direto;***.450.993-**;ANTONIA LETICIA SANTOS LIMA;;CCX-0313;CCX-0313;10/04/2024;10/04/2024;SÃO PAULO/SP;Agenda Presidencial - Encontro com Comunicadores para falar sobre Educação, com a presença da Primeira-Dama do Brasil, Janja Lula da Silva.;365,09;4968,80;0,00;0,00",passagens_aereas,Passagens / deslocamento,"Maior parte do valor está em passagens/deslocamento, segundo o CSV oficial de viagens.",agenda/evento,2024-04-10,"{'PASSAGEM': 4968.8, 'DIÁRIAS': 365.09}","[{'transport': 'Aéreo', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'return_destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'issue_date': '09/04/2024', 'value': 4968.8}]","[{'sequence': '1', 'origin_date': '10/04/2024', 'origin': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'destination_date': '10/04/2024', 'destination': 'SÃO PAULO, SÃO PAULO, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,00', 'mission': 'Sim'}, {'sequence': '2', 'origin_date': '10/04/2024', 'origin': 'SÃO PAULO, SÃO PAULO, BRASIL', 'destination_date': '10/04/2024', 'destination': 'BRASÍLIA, DISTRITO FEDERAL, BRASIL', 'transport': 'Aéreo', 'daily_allowances': '0,50', 'mission': 'Não'}]"
